row_index,split,category,source_conversation_id,source_turn_index,user,assistant
133,train,clear_order_item,dlg-2d9ed7cc-0026-4b89-9ddd-6dbba093a520,3,Üç mercimek çorbası alabilir miyim?,Tabii. 3 adet mercimek çorbası istediğinizi anladım. Başka bir isteğiniz var mı?
134,train,side_drink_extra_request,dlg-1844d373-b934-45fa-b512-d8bdaaa68d7d,5,Yanına pilav ekleyebilir miyiz?,pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
135,train,confirm_or_close_order,dlg-0788c23a-40e2-42d0-b46b-dc06f2ded94b,5,Böylece onaylıyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
136,train,order_clarification,dlg-bdc46fbc-2be6-455b-8c90-8230a71e894b,7,Içecek olarak ne önerirsiniz?,Içecek tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
137,train,clear_order_item,dlg-2d8f6d4a-81eb-48a6-8f9d-5599f7281652,5,Üç soda alabilir miyim?,3 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
138,train,confirm_or_close_order,dlg-0419f6a2-94d8-43d0-8182-4ea7802de061,8,"Tamam, sipariş tamam.",Tamam. Siparişi onaylamak istediğinizi anladım.
139,train,confirm_or_close_order,dlg-01765acc-b2cf-46b9-8961-7f259645b414,12,Bu şekilde onaylıyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
140,train,polite_thanks_closing,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,21,"Teşekkürler, başka ürün eklemeyelim.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
141,train,confirm_or_close_order,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,7,"Evet, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
142,train,clear_order_item,dlg-285741f7-292f-4942-bc7a-c2473d29d310,3,İki kebap alabilir miyim?,2 adet kebap istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
143,train,remove_or_change_order,dlg-309c1bef-6a64-4206-b621-1a94a5679f18,9,Lütfen ayranı iptal edelim.,Tabii. Ayranı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
144,train,add_more_quantity,dlg-06800509-feaf-4411-a260-9a358abe5f32,4,1 ezogelin çorbası daha.,1 adet ezogelin çorbası daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
145,train,add_more_quantity,dlg-12fa13a5-805c-46f5-936c-592b1e39265b,4,2 köfte daha.,2 adet köfte daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
146,train,polite_thanks_closing,dlg-0419f6a2-94d8-43d0-8182-4ea7802de061,10,"Teşekkürler, bu şekilde kalsın.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
147,train,order_clarification,dlg-bdc46fbc-2be6-455b-8c90-8230a71e894b,7,Yanına çorba olsun.,Hangi çorba istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
148,train,order_clarification,dlg-7d0a150f-d7d9-40a5-aec2-e53c1069511c,9,Ana yemek için seçenek söyler misiniz?,Ana yemek seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
149,train,order_clarification,dlg-e67cbb51-2e6a-479d-896f-e34db7f729dd,9,Yanına soğuk içecek olsun.,Hangi soğuk içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
150,train,confirm_or_close_order,dlg-0460c70c-34cb-43c5-affb-952f7365be73,10,"Doğru, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
151,train,clear_order_item,dlg-0432d350-ff4f-4fd8-82c3-4a50c88b0888,9,1 ezogelin çorbası istiyorum.,1 adet ezogelin çorbası istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
152,train,remove_or_change_order,dlg-329820ec-f25c-4ee3-b1b2-73a908447c51,3,Lütfen sodayı iptal edelim.,Tabii. Sodayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
153,train,confirm_or_close_order,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,5,Son olarak bu kadar.,Tamam. Başka bir isteğiniz olmadığını anladım.
154,train,add_more_quantity,dlg-2e39e271-61ff-43c5-9482-23ce78de86f8,5,4 pilav daha.,4 adet pilav daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
155,train,confirm_or_close_order,dlg-06800509-feaf-4411-a260-9a358abe5f32,10,"Tamam, doğru anladınız.",Tamam. Siparişi onaylamak istediğinizi anladım.
156,train,order_clarification,dlg-6c3a2265-87b7-454e-aa00-c823bcdc0cd0,8,Siparişe bir salata eklemek istiyorum.,Hangi salata istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
157,train,add_more_quantity,dlg-0f3cb363-5f4f-4d15-b7de-b526ec34e526,4,2 salata daha.,2 adet salata daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
158,train,clear_order_item,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,12,1 künefe istiyorum.,1 adet künefe istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
159,train,clear_order_item,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,3,4 pilav istiyorum.,4 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
160,train,clear_order_item,dlg-22baae4e-6abe-474c-ac98-2a2c09dc735c,8,Bir patates kızartması alabilir miyim?,1 adet patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
161,train,remove_or_change_order,dlg-0d3ecb86-e098-40b6-bd74-69d3f7bc9c76,7,kebabı çıkarır mısın?,Tabii. Kebabı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
162,train,order_clarification,dlg-6c3a2265-87b7-454e-aa00-c823bcdc0cd0,8,Yemeğin yanına ne iyi gider?,Yan ürün tercihi için güncel menüye bakmak en doğrusu olur. Hafif mi daha doyurucu bir seçenek mi istersiniz?
163,train,confirm_or_close_order,dlg-0c7b4e1f-eeb6-4036-9d93-3ebbee1d6253,5,Şimdilik başka yok.,Tamam. Başka bir isteğiniz olmadığını anladım.
164,train,side_drink_extra_request,dlg-01765acc-b2cf-46b9-8961-7f259645b414,15,Yemeğin yanına 1 su alabilir miyim?,1 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
165,train,clear_order_item,dlg-12b106e0-37f5-4546-9798-726eb2856b53,3,3 soda istiyorum.,3 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
166,train,confirm_or_close_order,dlg-104812d4-b522-4ad9-b1c3-9e43e096dac8,3,Başka bir isteğim kalmadı.,Tamam. Başka bir isteğiniz olmadığını anladım.
167,train,remove_or_change_order,dlg-093836e0-30d0-4014-80f5-e7112e064779,3,makarnayı çıkarır mısın?,Tabii. Makarnayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
168,train,add_more_quantity,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,2,1 künefe daha.,1 adet künefe daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
169,train,side_drink_extra_request,dlg-12fa13a5-805c-46f5-936c-592b1e39265b,5,Bir de 3 çay olsun.,3 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
170,train,clear_order_item,dlg-1711a87d-0169-485f-a606-19b577fbe583,4,3 baklava istiyorum.,3 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
171,train,add_more_quantity,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,10,1 ayran daha.,Tabii. 1 adet ayran daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
172,train,order_clarification,dlg-bf5457d1-a86a-4bcd-817d-1aa3eda8b7dc,4,Yanına salata olsun.,Hangi salata istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
173,train,confirm_or_close_order,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,7,"Tamam, böyle olsun.",Tamam. Siparişi onaylamak istediğinizi anladım.
174,train,order_clarification,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,4,Bir içecek alayım.,Hangi içeceği istediğinizi belirtir misiniz? Güncel seçenekler için menüye bakabiliriz.
175,train,polite_thanks_closing,dlg-06800509-feaf-4411-a260-9a358abe5f32,16,"Teşekkür ederim, siparişi böyle bırakalım.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
176,train,add_more_quantity,dlg-09cccabc-a782-4d4a-b85a-220bad47cca9,5,1 patates kızartması daha.,1 adet patates kızartması daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
177,train,remove_or_change_order,dlg-22192b1b-808e-44aa-a848-b6c74a624598,4,patates kızartmasını siparişten çıkarabilir misiniz?,Tabii. Patates kızartmasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
178,train,add_more_quantity,dlg-382f7873-3d33-4b0b-96a1-d38c32e30530,7,Bir mercimek çorbası daha alabilir miyim?,Tabii. 1 adet mercimek çorbası daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
179,train,add_more_quantity,dlg-174bde2f-052d-4b9a-8913-39bbc546dd65,4,2 sütlaç daha.,Tabii. 2 adet sütlaç daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
180,train,clear_order_item,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,8,1 ayran istiyorum.,Tabii. 1 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
181,train,clear_order_item,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,14,4 köfte istiyorum.,4 adet köfte istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
182,train,clear_order_item,dlg-1ae1917c-7c88-4207-9f79-93e7da8f6cd3,7,4 soda istiyorum.,4 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
183,train,confirm_or_close_order,dlg-072b3156-9fab-408c-b5da-0c22c2721724,16,"Tamam, sipariş bu olsun.",Tamam. Siparişi onaylamak istediğinizi anladım.
184,train,order_clarification,dlg-e67cbb51-2e6a-479d-896f-e34db7f729dd,11,Yanına sıcak içecek olsun.,Hangi sıcak içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
185,train,remove_or_change_order,dlg-2f79b0e1-48ff-4df2-b71c-18afdbaf7d26,3,"sütlacı istemiyorum, çıkaralım.",Tabii. Sütlacı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
186,train,clear_order_item,dlg-061066f5-b9d3-4537-9d77-a94233473558,6,1 pilav istiyorum.,1 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
187,train,polite_thanks_closing,dlg-06a169dc-2913-4346-bd15-190ce5fb6559,8,"Tamam, sağ olun.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
188,train,clear_order_item,dlg-2c1edeb0-903c-4c7c-9ff0-a0cbd9b6ca65,8,Üç su alabilir miyim?,3 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
189,train,clear_order_item,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,15,1 kahve istiyorum.,1 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
190,train,order_clarification,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,4,Çorba alabilir miyim?,Hangi çorba istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
191,train,add_more_quantity,dlg-2f839114-7408-4d73-8a88-0e35fa654651,3,4 köfte daha.,4 adet köfte daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
192,train,remove_or_change_order,dlg-186befcd-d177-42f0-958e-c51f3a0b87d5,5,kahveyi siparişten çıkarabilir misiniz?,Tabii. Kahveyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
193,train,side_drink_extra_request,dlg-0d81af4c-88f1-48ba-91db-f85f7b1c7f02,2,Bir de 2 soda olsun.,2 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
194,train,confirm_or_close_order,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,8,Siparişi bu şekilde kabul ediyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
195,train,add_more_quantity,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,15,3 mercimek çorbası daha.,Tabii. 3 adet mercimek çorbası daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
196,train,polite_thanks_closing,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,19,"Teşekkürler, siparişim bu kadar.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
197,train,polite_thanks_closing,dlg-0685c410-3ff3-4ca7-ba16-0c5171de3933,7,"Teşekkürler, devamı yok.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
198,train,add_more_quantity,dlg-1034d4a2-6369-42f1-8d48-89b953daabc8,3,2 pilav daha.,2 adet pilav daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
199,train,clear_order_item,dlg-06e78062-2747-476f-b04a-2e76a458e238,3,1 tavuk şiş istiyorum.,1 adet tavuk şiş istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
200,train,side_drink_extra_request,dlg-12fa13a5-805c-46f5-936c-592b1e39265b,4,Yemeğin yanına 3 çay alabilir miyim?,3 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
201,train,clear_order_item,dlg-1ae1917c-7c88-4207-9f79-93e7da8f6cd3,5,4 kahve istiyorum.,4 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
202,train,clear_order_item,dlg-22baae4e-6abe-474c-ac98-2a2c09dc735c,6,Bir kebap alabilir miyim?,1 adet kebap istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
203,train,confirm_or_close_order,dlg-1034d4a2-6369-42f1-8d48-89b953daabc8,3,Bu kadar olsun lütfen.,Tamam. Başka bir isteğiniz olmadığını anladım.
204,train,add_more_quantity,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,11,1 limonata daha.,Tabii. 1 adet limonata daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
205,train,clear_order_item,dlg-0d4b50d3-9db7-449d-856c-1061ce25b225,6,2 kebap istiyorum.,2 adet kebap istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
206,train,clear_order_item,dlg-07a5eb77-8852-41f7-a885-bf6c2c9404d1,6,1 baklava istiyorum.,1 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
207,train,confirm_or_close_order,dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db,11,"Tamamdır, başka yok.",Tamam. Başka bir isteğiniz olmadığını anladım.
208,train,confirm_or_close_order,dlg-0685c410-3ff3-4ca7-ba16-0c5171de3933,7,"Evet, sipariş böyle kalsın.",Tamam. Siparişi onaylamak istediğinizi anladım.
209,train,side_drink_extra_request,dlg-174bde2f-052d-4b9a-8913-39bbc546dd65,7,Bir de salata alabilir miyim?,salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
210,train,remove_or_change_order,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,19,sodayı çıkarır mısın?,Tabii. Sodayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
211,train,remove_or_change_order,dlg-2af0a0c8-0218-46e0-8bf0-6f19958c66c6,8,"ezogelin çorbasını istemiyorum, çıkaralım.",Tabii. Ezogelin çorbasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
212,train,clear_order_item,dlg-283321ca-20f3-49f1-a4f8-3aea84a36b43,9,İki köfte alabilir miyim?,2 adet köfte istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
213,train,side_drink_extra_request,dlg-082d002c-82b7-4aa7-82fe-e19394fc7ea3,3,Bir de 1 soda olsun.,1 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
214,train,clear_order_item,dlg-0adc24d6-bfa2-478e-80d1-5605779803a4,5,2 pilav istiyorum.,2 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
215,train,clear_order_item,dlg-1b0c2229-6434-4e4f-a003-c613ef507912,2,4 salata istiyorum.,4 adet salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
216,train,clear_order_item,dlg-0f125ba2-5385-4434-a5ea-76c495729915,4,2 baklava istiyorum.,2 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
217,train,order_clarification,dlg-486e9b52-5da0-4a6d-b7b5-acbcaf3e8da5,6,Siparişe bir yan ürün eklemek istiyorum.,Hangi yan ürün istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
218,train,confirm_or_close_order,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,6,"Evet, bu sipariş benim.",Tamam. Siparişi onaylamak istediğinizi anladım.
219,train,order_clarification,dlg-78bb8466-5c92-425d-98f7-65a6f03a5730,5,Çorba için seçenek söyler misiniz?,Çorba seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
220,train,add_more_quantity,dlg-245e6b0e-87d2-4f24-93af-f1df156be49a,5,3 patates kızartması daha.,3 adet patates kızartması daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
221,train,add_more_quantity,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,1,3 kahve daha.,3 adet kahve daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
222,train,confirm_or_close_order,dlg-072b3156-9fab-408c-b5da-0c22c2721724,13,"Evet, sipariş doğru görünüyor.",Tamam. Siparişi onaylamak istediğinizi anladım.
223,train,side_drink_extra_request,dlg-0993ea3a-b656-4222-bb14-127dc06113ff,8,Yemeğin yanına 2 limonata alabilir miyim?,Tabii. 2 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
224,train,remove_or_change_order,dlg-162361ce-89d9-4c31-bdf8-4f2825e1893a,9,çayı siparişten çıkarabilir misiniz?,Tabii. Çayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
225,train,order_clarification,dlg-ab715c02-b477-4a26-891a-a1abfe638087,13,Yanına yan ürün olsun.,Hangi yan ürün istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
226,train,side_drink_extra_request,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,13,Bir de 1 kahve olsun.,1 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
227,train,order_clarification,dlg-3273d2fd-49f3-4c76-84be-0a02cb3f3b5b,9,Sos alabilir miyim?,Hangi sos istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
228,train,remove_or_change_order,dlg-349f15b1-e727-498b-b6cd-f5a62513fe6a,10,Lütfen pilavı iptal edelim.,Tabii. Pilavı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
229,train,side_drink_extra_request,dlg-12b106e0-37f5-4546-9798-726eb2856b53,3,Bir de 3 su olsun.,3 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
230,train,confirm_or_close_order,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,6,Bu kadar yeter.,Tamam. Başka bir isteğiniz olmadığını anladım.
231,train,clear_order_item,dlg-22d87698-2763-409c-a400-ec9267da36b3,5,Bir sütlaç alabilir miyim?,Tabii. 1 adet sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
232,train,add_more_quantity,dlg-2e39e271-61ff-43c5-9482-23ce78de86f8,6,4 makarna daha.,4 adet makarna daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
233,train,add_more_quantity,dlg-285741f7-292f-4942-bc7a-c2473d29d310,3,4 su daha.,4 adet su daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
234,train,order_clarification,dlg-ab715c02-b477-4a26-891a-a1abfe638087,13,Hafif bir seçenek için seçenek söyler misiniz?,Hafif seçenekler için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
235,train,order_clarification,dlg-7d0a150f-d7d9-40a5-aec2-e53c1069511c,7,Siparişe bir soğuk içecek eklemek istiyorum.,Hangi soğuk içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
236,train,confirm_or_close_order,dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db,13,Ekstra bir şey istemiyorum.,Tamam. Başka bir isteğiniz olmadığını anladım.
237,train,confirm_or_close_order,dlg-0923d68b-08ce-4992-85d5-3933c7deddc8,8,Başka bir şey istemiyorum.,Tamam. Başka bir isteğiniz olmadığını anladım.
238,train,confirm_or_close_order,dlg-08075f28-b2dc-4ebc-bfd7-08b2b4abd91b,5,"Tamam, onayım var.",Tamam. Siparişi onaylamak istediğinizi anladım.
239,train,order_clarification,dlg-32f5c93b-b547-48e7-aff2-0439e4436d67,3,Menüde hafif ne var?,"Güncel menüye bakmak en doğrusu olur. Hafif bir ana yemek mi, salata gibi bir seçenek mi istersiniz?"
240,train,order_clarification,dlg-9d57fac8-d59c-4d7a-bbc9-1f0e877711e8,3,Yanına içecek olsun.,Hangi içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
241,train,remove_or_change_order,dlg-285741f7-292f-4942-bc7a-c2473d29d310,5,"kahveyi istemiyorum, çıkaralım.",Tabii. Kahveyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
242,train,order_clarification,dlg-3273d2fd-49f3-4c76-84be-0a02cb3f3b5b,9,Hafif bir seçenek olarak ne önerirsiniz?,Hafif bir seçenek tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
243,train,order_clarification,dlg-32bb9aaa-fbb0-4097-9f40-3d369e7c4d7b,3,Siparişe bir içecek eklemek istiyorum.,Hangi içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
244,train,clear_order_item,dlg-1ae1917c-7c88-4207-9f79-93e7da8f6cd3,8,4 mercimek çorbası istiyorum.,Tabii. 4 adet mercimek çorbası istediğinizi anladım. Başka bir isteğiniz var mı?
245,train,clear_order_item,dlg-2f4545bb-5115-4df1-8cfe-4720476bf002,12,Üç pilav alabilir miyim?,3 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
246,train,remove_or_change_order,dlg-13d6d90b-a06b-42bb-b226-4e05ed3d17bf,7,suyu siparişten çıkarabilir misiniz?,Tabii. Suyu siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
247,train,add_more_quantity,dlg-12b106e0-37f5-4546-9798-726eb2856b53,10,2 tavuk şiş daha.,2 adet tavuk şiş daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
248,train,remove_or_change_order,dlg-2e39e271-61ff-43c5-9482-23ce78de86f8,9,"tavuk şişi istemiyorum, çıkaralım.",Tabii. Tavuk şişi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
249,train,polite_thanks_closing,dlg-05a3965e-312b-429c-be3c-6c2d1c42c6d0,9,"Sağ olun, benim için bu kadar.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
250,train,order_clarification,dlg-7d0a150f-d7d9-40a5-aec2-e53c1069511c,9,Siparişe bir sıcak içecek eklemek istiyorum.,Hangi sıcak içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
251,train,remove_or_change_order,dlg-0eb40d10-eee9-417e-8cfb-0622a890c85b,3,patates kızartmasını çıkarır mısın?,Tabii. Patates kızartmasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
252,train,remove_or_change_order,dlg-11a0a8a2-cf70-48a5-aa52-bba36edb9196,6,ayranı siparişten çıkarabilir misiniz?,Tabii. Ayranı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
253,train,clear_order_item,dlg-15e47b61-038f-4b7e-ac78-8b1a0f76772e,8,3 salata istiyorum.,3 adet salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
254,train,add_more_quantity,dlg-37679106-6953-49d6-8b67-e4603fdd52de,5,Bir soda daha alabilir miyim?,1 adet soda daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
255,train,clear_order_item,dlg-239ab661-aa69-494a-90e7-da905aa33813,4,İki ayran alabilir miyim?,Tabii. 2 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
256,train,remove_or_change_order,dlg-01765acc-b2cf-46b9-8961-7f259645b414,15,suyu çıkarır mısın?,Tabii. Suyu siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
257,train,side_drink_extra_request,dlg-10be1bdd-6b4f-4b0f-94f3-10ec3a3b6f89,5,Bir de 3 limonata olsun.,Tabii. 3 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
258,train,clear_order_item,dlg-25e5b89b-d234-4513-9c40-1d3a142f4084,3,İki ezogelin çorbası alabilir miyim?,2 adet ezogelin çorbası istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
259,train,clear_order_item,dlg-2f4545bb-5115-4df1-8cfe-4720476bf002,10,Üç salata alabilir miyim?,3 adet salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
260,train,side_drink_extra_request,dlg-1fc6ac23-1e3a-427d-b520-adadcf92c6e7,7,Son olarak künefe ekleyelim.,künefe istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
261,train,remove_or_change_order,dlg-2ecd8d99-07d4-41a3-86bb-40db13dae2ec,7,"kebabı istemiyorum, çıkaralım.",Tabii. Kebabı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
262,train,clear_order_item,dlg-252078cf-2674-4577-b6f2-dea85348d727,3,İki kahve alabilir miyim?,2 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
263,train,clear_order_item,dlg-310a590e-7e09-4e03-bdcc-15c0bfa48ae9,9,Üç tavuk şiş alabilir miyim?,3 adet tavuk şiş istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
264,train,side_drink_extra_request,dlg-1e84b109-2218-472e-877f-8ae112a08dd2,9,Tatlı olarak sütlaç alabilir miyim?,Tabii. sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
